ダウンロードした時刻：2018/11/10 20:43:21

,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪
2009/3/19,13.5,8,1,22.9,8,1,17.4,8,1
2009/3/20,6.6,8,1,16.4,8,1,12.4,8,1
2009/3/21,4.7,8,1,19.2,8,1,11.6,8,1
2009/3/22,11.5,8,1,17.1,8,1,14.2,8,1
2009/3/23,6.0,8,1,12.9,8,1,9.4,8,1
2009/3/24,4.5,8,1,14.5,8,1,9.1,8,1
2009/3/25,4.5,8,1,14.4,8,1,8.2,8,1
2009/3/26,3.5,8,1,11.0,8,1,7.9,8,1
2009/3/27,5.5,8,1,12.3,8,1,9.1,8,1
2009/3/28,4.2,8,1,12.2,8,1,7.6,8,1
2009/3/29,5.5,8,1,13.2,8,1,8.0,8,1
2009/3/30,4.0,8,1,15.4,8,1,8.8,8,1
2009/3/31,5.1,8,1,14.5,8,1,9.6,8,1
2009/4/1,6.4,8,1,14.9,8,1,9.6,8,1
2009/4/2,5.2,8,1,12.8,8,1,8.8,8,1
2009/4/3,4.6,8,1,16.7,8,1,10.6,8,1
2009/4/4,9.4,8,1,13.1,8,1,10.6,8,1
2009/4/5,9.5,8,1,15.9,8,1,12.3,8,1
2009/4/6,6.1,8,1,19.3,8,1,13.3,8,1
2009/4/7,9.2,8,1,20.0,8,1,15.0,8,1
2009/4/8,10.0,8,1,22.5,8,1,16.1,8,1
2009/4/9,10.2,8,1,25.9,8,1,18.0,8,1
2009/4/10,11.6,8,1,24.3,8,1,18.2,8,1
2009/4/11,12.9,8,1,27.0,8,1,19.5,8,1
2009/4/12,14.6,8,1,25.2,8,1,19.0,8,1
2009/4/13,15.1,8,1,24.3,8,1,19.6,8,1
2009/4/14,15.4,8,1,19.5,8,1,16.8,8,1
2009/4/15,13.7,8,1,21.2,8,1,17.1,8,1
2009/4/16,12.9,8,1,22.0,8,1,16.3,8,1
2009/4/17,12.5,8,1,21.0,8,1,15.5,8,1
2009/4/18,10.5,8,1,24.5,8,1,17.6,8,1
2009/4/19,13.3,8,1,28.7,8,1,20.2,8,1
2009/4/20,16.4,8,1,24.5,8,1,19.9,8,1
2009/4/21,16.7,8,1,22.8,8,1,19.4,8,1
2009/4/22,14.5,8,1,20.3,8,1,17.1,8,1
2009/4/23,10.6,8,1,17.7,8,1,14.0,8,1
2009/4/24,8.9,8,1,21.3,8,1,15.3,8,1
2009/4/25,13.6,8,1,17.0,8,1,15.0,8,1
2009/4/26,9.2,8,1,15.0,8,1,12.3,8,1
2009/4/27,8.8,8,1,16.7,8,1,12.0,8,1
2009/4/28,8.2,8,1,18.0,8,1,12.9,8,1
2009/4/29,8.3,8,1,20.5,8,1,14.8,8,1
2009/4/30,10.0,8,1,23.7,8,1,17.2,8,1
2009/5/1,12.8,8,1,24.3,8,1,18.5,8,1
2009/5/2,13.7,8,1,22.8,8,1,18.4,8,1
2009/5/3,15.1,8,1,22.6,8,1,18.6,8,1
2009/5/4,16.9,8,1,21.8,8,1,19.3,8,1
2009/5/5,15.1,8,1,18.8,8,1,16.9,8,1
2009/5/6,14.6,8,1,20.2,8,1,16.9,8,1
2009/5/7,14.3,8,1,17.3,8,1,15.7,8,1
2009/5/8,14.4,8,1,19.8,8,1,16.5,8,1
2009/5/9,12.9,8,1,28.1,8,1,19.8,8,1
2009/5/10,15.9,8,1,28.2,8,1,22.2,8,1
2009/5/11,16.4,8,1,30.3,8,1,22.6,8,1
2009/5/12,18.4,8,1,28.2,8,1,22.9,8,1
2009/5/13,13.8,8,1,24.7,8,1,19.3,8,1
2009/5/14,11.4,8,1,24.6,8,1,17.3,8,1
2009/5/15,12.5,8,1,23.1,8,1,17.4,8,1
2009/5/16,16.2,8,1,19.9,8,1,17.8,8,1
2009/5/17,15.9,8,1,23.8,8,1,19.4,8,1
2009/5/18,16.6,8,1,23.8,8,1,19.9,8,1
2009/5/19,16.1,8,1,24.5,8,1,20.0,8,1
2009/5/20,15.2,8,1,29.3,8,1,23.0,8,1
2009/5/21,20.6,8,1,27.7,8,1,22.6,8,1
2009/5/22,18.4,8,1,23.1,8,1,20.8,8,1
2009/5/23,17.2,8,1,26.5,8,1,22.0,8,1
2009/5/24,17.8,8,1,26.1,8,1,20.1,8,1
2009/5/25,15.7,8,1,23.0,8,1,18.5,8,1
2009/5/26,14.4,8,1,26.8,8,1,20.2,8,1
2009/5/27,17.6,8,1,26.9,8,1,21.8,8,1
2009/5/28,16.6,8,1,21.0,8,1,19.2,8,1
2009/5/29,17.1,8,1,27.8,8,1,22.0,8,1
2009/5/30,19.9,8,1,28.0,8,1,22.6,8,1
2009/5/31,16.5,8,1,24.1,8,1,19.6,8,1
2009/6/1,15.7,8,1,26.0,8,1,21.1,8,1
2009/6/2,16.6,8,1,28.5,8,1,22.9,8,1
2009/6/3,20.0,8,1,26.3,8,1,22.2,8,1
2009/6/4,18.2,8,1,25.8,8,1,21.5,8,1
2009/6/5,17.8,8,1,21.0,8,1,19.4,8,1
2009/6/6,19.0,8,1,28.0,8,1,22.4,8,1
2009/6/7,19.0,8,1,25.6,8,1,21.3,8,1
2009/6/8,18.2,8,1,28.5,8,1,22.2,8,1
2009/6/9,18.2,8,1,26.1,8,1,21.8,8,1
2009/6/10,18.9,8,1,23.3,8,1,21.0,8,1
2009/6/11,18.7,8,1,26.4,8,1,22.2,8,1
2009/6/12,17.4,8,1,29.3,8,1,23.4,8,1
2009/6/13,21.3,8,1,27.8,8,1,24.4,8,1
2009/6/14,19.6,8,1,29.9,8,1,24.4,8,1
2009/6/15,17.9,8,1,30.7,8,1,23.7,8,1
2009/6/16,19.9,8,1,29.8,8,1,23.6,8,1
2009/6/17,20.0,8,1,31.5,8,1,24.9,8,1
2009/6/18,22.2,8,1,32.1,8,1,25.4,8,1
2009/6/19,21.9,8,1,32.3,8,1,25.4,8,1
2009/6/20,20.9,8,1,31.3,8,1,26.0,8,1
2009/6/21,22.1,8,1,29.1,8,1,25.3,8,1
2009/6/22,22.6,8,1,32.4,8,1,27.0,8,1
2009/6/23,22.5,8,1,30.4,8,1,26.1,8,1
2009/6/24,21.0,8,1,29.3,8,1,25.1,8,1
2009/6/25,23.6,8,1,31.7,8,1,26.5,8,1
2009/6/26,22.5,8,1,30.4,8,1,26.0,8,1
2009/6/27,22.7,8,1,30.4,8,1,25.9,8,1
2009/6/28,23.7,8,1,32.3,8,1,26.7,8,1
2009/6/29,23.6,8,1,29.3,8,1,25.7,8,1
2009/6/30,21.2,8,1,28.7,8,1,25.0,8,1
2009/7/1,21.6,8,1,33.0,8,1,26.4,8,1
2009/7/2,21.1,8,1,27.6,8,1,23.9,8,1
2009/7/3,20.6,8,1,28.1,8,1,23.3,8,1
2009/7/4,19.5,8,1,28.5,8,1,24.3,8,1
2009/7/5,23.3,8,1,29.2,8,1,26.0,8,1
2009/7/6,22.5,8,1,32.0,8,1,26.7,8,1
2009/7/7,24.1,8,1,30.3,8,1,27.4,8,1
2009/7/8,26.4,8,1,30.4,8,1,27.5,8,1
2009/7/9,25.1,8,1,33.0,8,1,28.8,8,1
2009/7/10,25.1,8,1,29.8,8,1,27.2,8,1
2009/7/11,24.3,8,1,29.9,8,1,26.9,8,1
2009/7/12,24.4,8,1,33.0,8,1,28.9,8,1
2009/7/13,27.7,8,1,34.3,8,1,29.9,8,1
2009/7/14,26.5,8,1,34.8,8,1,29.9,8,1
2009/7/15,26.4,8,1,34.2,8,1,29.8,8,1
2009/7/16,24.8,8,1,33.9,8,1,28.7,8,1
2009/7/17,26.0,8,1,28.8,8,1,27.3,8,1
2009/7/18,26.1,8,1,33.5,8,1,28.5,8,1
2009/7/19,24.0,8,1,33.4,8,1,28.5,8,1
2009/7/20,24.0,8,1,29.4,8,1,26.7,8,1
2009/7/21,24.3,8,1,27.5,8,1,25.7,8,1
2009/7/22,24.7,8,1,29.9,8,1,26.7,8,1
2009/7/23,24.3,8,1,33.2,8,1,27.8,8,1
2009/7/24,25.8,8,1,33.4,8,1,28.6,8,1
2009/7/25,23.9,8,1,32.0,8,1,27.2,8,1
2009/7/26,24.7,8,1,32.4,8,1,27.9,8,1
2009/7/27,23.4,8,1,28.7,8,1,25.1,8,1
2009/7/28,24.2,8,1,28.1,8,1,26.0,8,1
2009/7/29,25.1,8,1,34.0,8,1,29.0,8,1
2009/7/30,24.6,8,1,31.3,8,1,27.2,8,1
2009/7/31,23.8,8,1,32.3,8,1,27.7,8,1
2009/8/1,25.3,8,1,30.7,8,1,27.1,8,1
2009/8/2,21.7,8,1,31.0,8,1,26.5,8,1
2009/8/3,24.2,8,1,33.9,8,1,28.7,8,1
2009/8/4,25.3,8,1,34.7,8,1,29.5,8,1
2009/8/5,25.5,8,1,32.6,8,1,28.9,8,1
2009/8/6,26.8,8,1,32.5,8,1,28.8,8,1
2009/8/7,27.2,8,1,33.9,8,1,29.6,8,1
2009/8/8,27.0,8,1,36.3,8,1,30.8,8,1
2009/8/9,25.8,8,1,29.3,8,1,26.9,8,1
2009/8/10,25.8,8,1,29.2,8,1,27.1,8,1
2009/8/11,25.9,8,1,31.9,8,1,28.4,8,1
2009/8/12,25.3,8,1,35.6,8,1,29.5,8,1
2009/8/13,25.1,8,1,34.3,8,1,29.7,8,1
2009/8/14,24.3,8,1,32.4,8,1,27.4,8,1
2009/8/15,22.1,8,1,31.5,8,1,27.1,8,1
2009/8/16,23.5,8,1,32.8,8,1,28.0,8,1
2009/8/17,24.6,8,1,35.8,8,1,29.8,8,1
2009/8/18,24.7,8,1,34.3,8,1,29.0,8,1
2009/8/19,24.2,8,1,34.6,8,1,28.8,8,1
2009/8/20,25.2,8,1,33.6,8,1,28.8,8,1
2009/8/21,27.2,8,1,33.0,8,1,29.5,8,1
2009/8/22,26.6,8,1,32.2,8,1,29.0,8,1
2009/8/23,25.2,8,1,32.5,8,1,27.8,8,1
2009/8/24,22.6,8,1,31.7,8,1,26.2,8,1
2009/8/25,20.8,8,1,30.3,8,1,25.1,8,1
2009/8/26,21.5,8,1,30.1,8,1,25.3,8,1
2009/8/27,23.9,8,1,32.9,8,1,27.5,8,1
2009/8/28,25.0,8,1,33.1,8,1,28.2,8,1
2009/8/29,25.2,8,1,30.0,8,1,27.4,8,1
2009/8/30,23.7,8,1,32.6,8,1,26.8,8,1
2009/8/31,23.4,8,1,27.3,8,1,25.3,8,1
2009/9/1,22.6,8,1,31.5,8,1,26.0,8,1
2009/9/2,21.7,8,1,33.4,8,1,26.8,8,1
2009/9/3,24.6,8,1,31.2,8,1,26.9,8,1
2009/9/4,22.8,8,1,32.9,8,1,27.5,8,1
2009/9/5,23.6,8,1,34.0,8,1,27.8,8,1
2009/9/6,23.3,8,1,34.5,8,1,27.7,8,1
2009/9/7,22.8,8,1,33.2,8,1,27.4,8,1
2009/9/8,23.0,8,1,31.3,8,1,26.0,8,1
2009/9/9,20.0,8,1,27.8,8,1,23.3,8,1
2009/9/10,18.3,8,1,28.0,8,1,23.1,8,1
2009/9/11,19.1,8,1,30.8,8,1,24.7,8,1
2009/9/12,18.6,8,1,25.3,8,1,21.8,8,1
2009/9/13,19.6,8,1,28.1,8,1,23.4,8,1
2009/9/14,18.8,8,1,27.6,8,1,23.0,8,1
2009/9/15,19.0,8,1,22.6,8,1,20.8,8,1
2009/9/16,17.9,8,1,28.2,8,1,22.3,8,1
2009/9/17,17.8,8,1,29.5,8,1,23.3,8,1
2009/9/18,20.5,8,1,27.6,8,1,23.5,8,1
2009/9/19,19.4,8,1,28.5,8,1,23.1,8,1
2009/9/20,19.5,8,1,28.4,8,1,23.2,8,1
2009/9/21,18.4,8,1,30.0,8,1,24.1,8,1
2009/9/22,21.7,8,1,27.7,8,1,24.2,8,1
2009/9/23,20.5,8,1,29.1,8,1,24.1,8,1
2009/9/24,21.1,8,1,31.5,8,1,25.4,8,1
2009/9/25,20.8,8,1,31.1,8,1,25.3,8,1
2009/9/26,21.7,8,1,30.8,8,1,25.2,8,1
2009/9/27,21.0,8,1,31.5,8,1,25.6,8,1
2009/9/28,23.3,8,1,27.7,8,1,24.8,8,1
2009/9/29,21.3,8,1,26.0,8,1,23.6,8,1
2009/9/30,20.3,8,1,22.0,8,1,21.0,8,1
2009/10/1,20.0,8,1,29.7,8,1,24.0,8,1
2009/10/2,20.5,8,1,25.0,8,1,22.7,8,1
2009/10/3,17.6,8,1,26.6,8,1,22.6,8,1
2009/10/4,19.0,8,1,27.4,8,1,22.6,8,1
2009/10/5,16.1,8,1,23.6,8,1,20.0,8,1
2009/10/6,15.6,8,1,20.2,8,1,17.9,8,1
2009/10/7,17.0,8,1,19.5,8,1,18.4,8,1
2009/10/8,17.8,8,1,23.7,8,1,20.1,8,1
2009/10/9,15.9,8,1,22.9,8,1,18.8,8,1
2009/10/10,14.7,8,1,22.8,8,1,18.1,8,1
2009/10/11,13.3,8,1,22.9,8,1,17.6,8,1
2009/10/12,13.0,8,1,23.2,8,1,17.9,8,1
2009/10/13,13.9,8,1,23.2,8,1,18.8,8,1
2009/10/14,15.8,8,1,24.5,8,1,19.4,8,1
2009/10/15,13.9,8,1,23.5,8,1,18.3,8,1
2009/10/16,13.4,8,1,24.0,8,1,18.8,8,1
2009/10/17,16.8,8,1,24.0,8,1,19.3,8,1
2009/10/18,16.1,8,1,23.7,8,1,19.6,8,1
2009/10/19,15.1,8,1,23.7,8,1,19.5,8,1
2009/10/20,15.4,8,1,22.4,8,1,19.4,8,1
2009/10/21,12.8,8,1,22.4,8,1,17.6,8,1
2009/10/22,13.4,8,1,22.3,8,1,17.9,8,1
2009/10/23,13.6,8,1,23.6,8,1,18.4,8,1
2009/10/24,15.9,8,1,19.8,8,1,17.8,8,1
2009/10/25,16.6,8,1,21.4,8,1,18.7,8,1
2009/10/26,15.0,8,1,18.9,8,1,16.9,8,1
2009/10/27,15.4,8,1,22.9,8,1,18.7,8,1
2009/10/28,12.9,8,1,23.3,8,1,17.8,8,1
2009/10/29,15.0,8,1,24.6,8,1,19.3,8,1
2009/10/30,14.6,8,1,25.6,8,1,19.7,8,1
2009/10/31,14.5,8,1,25.2,8,1,19.5,8,1
2009/11/1,15.6,8,1,25.2,8,1,18.8,8,1
2009/11/2,8.2,8,1,19.7,8,1,14.3,8,1
2009/11/3,7.4,8,1,15.1,8,1,10.0,8,1
2009/11/4,6.6,8,1,18.3,8,1,12.6,8,1
2009/11/5,10.9,8,1,19.5,8,1,14.6,8,1
2009/11/6,10.8,8,1,21.9,8,1,16.0,8,1
2009/11/7,12.2,8,1,23.3,8,1,17.4,8,1
2009/11/8,13.6,8,1,23.7,8,1,18.0,8,1
2009/11/9,14.6,8,1,23.5,8,1,18.8,8,1
2009/11/10,16.3,8,1,20.6,8,1,18.0,8,1
2009/11/11,15.3,8,1,18.5,8,1,16.8,8,1
2009/11/12,14.0,8,1,17.6,8,1,15.0,8,1
2009/11/13,14.0,8,1,18.4,8,1,16.2,8,1
2009/11/14,14.9,8,1,21.6,8,1,17.4,8,1
2009/11/15,11.6,8,1,16.5,8,1,14.8,8,1
2009/11/16,9.9,8,1,14.8,8,1,12.2,8,1
2009/11/17,8.3,8,1,11.4,8,1,9.0,8,1
2009/11/18,8.4,8,1,12.2,8,1,10.1,8,1
2009/11/19,8.0,8,1,14.8,8,1,10.5,8,1
2009/11/20,7.1,8,1,15.0,8,1,11.0,8,1
2009/11/21,7.5,8,1,15.5,8,1,10.9,8,1
2009/11/22,5.7,8,1,11.2,8,1,8.3,8,1
2009/11/23,7.6,8,1,15.7,8,1,10.9,8,1
2009/11/24,7.4,8,1,14.5,8,1,10.8,8,1
2009/11/25,12.0,8,1,19.6,8,1,15.0,8,1
2009/11/26,10.1,8,1,18.7,8,1,14.0,8,1
2009/11/27,9.1,8,1,20.6,8,1,14.2,8,1
2009/11/28,7.9,8,1,15.9,8,1,12.1,8,1
2009/11/29,5.9,8,1,14.3,8,1,10.2,8,1
2009/11/30,7.7,8,1,15.3,8,1,11.2,8,1
2009/12/1,6.9,8,1,17.1,8,1,11.6,8,1
2009/12/2,7.3,8,1,18.0,8,1,12.4,8,1
2009/12/3,10.3,8,1,12.4,8,1,11.3,8,1
2009/12/4,8.1,8,1,14.1,8,1,11.0,8,1
2009/12/5,8.0,8,1,15.3,8,1,11.3,8,1
2009/12/6,8.2,8,1,14.0,8,1,10.8,8,1
2009/12/7,5.1,8,1,13.2,8,1,9.3,8,1
2009/12/8,6.2,8,1,13.6,8,1,9.7,8,1
2009/12/9,5.4,8,1,14.1,8,1,10.0,8,1
2009/12/10,7.0,8,1,13.1,8,1,10.6,8,1
2009/12/11,10.5,8,1,14.1,8,1,12.6,8,1
2009/12/12,11.2,8,1,17.9,8,1,14.1,8,1
2009/12/13,8.7,8,1,13.1,8,1,10.2,8,1
2009/12/14,5.8,8,1,14.8,8,1,10.2,8,1
2009/12/15,5.9,8,1,11.8,8,1,8.4,8,1
2009/12/16,5.2,8,1,11.6,8,1,7.4,8,1
2009/12/17,3.8,8,1,7.9,8,1,5.5,8,1
2009/12/18,2.3,8,1,7.2,8,1,4.4,8,1
2009/12/19,1.5,8,1,7.1,8,1,4.0,8,1
2009/12/20,3.3,8,1,8.6,8,1,5.4,8,1
2009/12/21,2.5,8,1,8.0,8,1,4.7,8,1
2009/12/22,0.6,8,1,10.4,8,1,6.1,8,1
2009/12/23,2.9,8,1,11.4,8,1,7.0,8,1
2009/12/24,5.2,8,1,12.2,8,1,8.1,8,1
2009/12/25,3.2,8,1,13.6,8,1,9.0,8,1
2009/12/26,7.5,8,1,13.8,8,1,10.0,8,1
2009/12/27,6.3,8,1,10.5,8,1,7.7,8,1
2009/12/28,5.4,8,1,10.9,8,1,7.4,8,1
2009/12/29,4.1,8,1,10.1,8,1,6.4,8,1
2009/12/30,2.5,8,1,12.8,8,1,7.2,8,1
2009/12/31,1.1,8,1,8.4,8,1,4.4,8,1
2010/1/1,0.7,8,1,5.4,8,1,2.8,8,1
2010/1/2,2.5,8,1,8.7,8,1,6.0,8,1
2010/1/3,3.3,8,1,9.7,8,1,7.5,8,1
2010/1/4,1.5,8,1,11.2,8,1,6.6,8,1
2010/1/5,3.9,8,1,11.2,8,1,7.4,8,1
2010/1/6,1.4,8,1,8.1,8,1,4.6,8,1
2010/1/7,1.9,8,1,7.2,8,1,4.5,8,1
2010/1/8,2.4,8,1,9.7,8,1,5.5,8,1
2010/1/9,1.7,8,1,9.4,8,1,5.8,8,1
2010/1/10,4.6,8,1,10.9,8,1,7.3,8,1
2010/1/11,3.6,8,1,10.6,8,1,7.0,8,1
2010/1/12,4.1,8,1,8.7,8,1,6.8,8,1
2010/1/13,0.9,8,1,5.1,8,1,2.5,8,1
2010/1/14,-0.1,8,1,5.3,8,1,2.3,8,1
2010/1/15,0.6,8,1,8.0,8,1,4.6,8,1
2010/1/16,1.2,8,1,6.7,8,1,3.9,8,1
2010/1/17,-1.3,8,1,8.8,8,1,3.9,8,1
2010/1/18,0.4,8,1,10.2,8,1,5.4,8,1
2010/1/19,3.4,8,1,13.3,8,1,7.9,8,1
2010/1/20,4.0,8,1,15.8,8,1,9.9,8,1
2010/1/21,5.5,8,1,13.9,8,1,10.3,8,1
2010/1/22,4.4,8,1,9.2,8,1,6.5,8,1
2010/1/23,3.3,8,1,8.2,8,1,5.6,8,1
2010/1/24,1.2,8,1,9.0,8,1,5.4,8,1
2010/1/25,1.3,8,1,7.8,8,1,5.0,8,1
2010/1/26,3.6,8,1,10.0,8,1,6.1,8,1
2010/1/27,0.1,8,1,12.0,8,1,6.7,8,1
2010/1/28,6.0,8,1,11.7,8,1,8.7,8,1
2010/1/29,5.9,8,1,11.3,8,1,8.8,8,1
2010/1/30,4.0,8,1,11.1,8,1,7.8,8,1
2010/1/31,4.9,8,1,7.6,8,1,6.4,8,1
2010/2/1,3.0,8,1,5.6,8,1,4.2,8,1
2010/2/2,3.0,8,1,10.9,8,1,7.1,8,1
2010/2/3,2.9,8,1,8.6,8,1,5.3,8,1
2010/2/4,1.6,8,1,7.8,8,1,4.0,8,1
2010/2/5,2.0,8,1,8.0,8,1,4.6,8,1
2010/2/6,1.4,8,1,6.9,8,1,3.5,8,1
2010/2/7,0.3,8,1,9.3,8,1,4.7,8,1
2010/2/8,3.0,8,1,11.5,8,1,6.9,8,1
2010/2/9,8.1,8,1,18.7,8,1,13.3,8,1
2010/2/10,7.6,8,1,16.7,8,1,12.6,8,1
2010/2/11,4.9,8,1,8.1,8,1,6.6,8,1
2010/2/12,2.9,8,1,8.9,8,1,5.6,8,1
2010/2/13,2.7,8,1,10.3,8,1,5.3,8,1
2010/2/14,1.9,8,1,9.7,8,1,6.3,8,1
2010/2/15,3.7,8,1,8.2,8,1,6.0,8,1
2010/2/16,2.4,8,1,9.3,8,1,6.3,8,1
2010/2/17,1.5,8,1,7.2,8,1,3.8,8,1
2010/2/18,1.6,8,1,9.7,8,1,5.3,8,1
2010/2/19,1.9,8,1,9.3,8,1,5.4,8,1
2010/2/20,1.1,8,1,9.7,8,1,5.6,8,1
2010/2/21,2.4,8,1,11.7,8,1,6.8,8,1
2010/2/22,3.2,8,1,16.5,8,1,9.9,8,1
2010/2/23,8.9,8,1,18.8,8,1,12.7,8,1
2010/2/24,8.7,8,1,20.7,8,1,14.0,8,1
2010/2/25,11.0,8,1,23.4,8,1,16.6,8,1
2010/2/26,13.7,8,1,17.5,8,1,15.4,8,1
2010/2/27,8.7,8,1,15.0,8,1,12.2,8,1
2010/2/28,7.1,8,1,12.9,8,1,9.1,8,1
2010/3/1,6.1,8,1,15.4,8,1,10.7,8,1
2010/3/2,9.6,8,1,14.0,8,1,11.4,8,1
2010/3/3,7.5,8,1,13.7,8,1,9.9,8,1
2010/3/4,7.1,8,1,15.4,8,1,10.9,8,1
2010/3/5,10.7,8,1,18.1,8,1,13.6,8,1
2010/3/6,9.2,8,1,11.9,8,1,10.4,8,1
2010/3/7,6.4,8,1,9.3,8,1,7.4,8,1
2010/3/8,5.1,8,1,11.0,8,1,7.2,8,1
2010/3/9,4.0,8,1,6.8,8,1,5.6,8,1
2010/3/10,4.0,8,1,8.7,8,1,5.6,8,1
2010/3/11,3.2,8,1,10.4,8,1,6.3,8,1
2010/3/12,2.9,8,1,15.6,8,1,10.3,8,1
2010/3/13,8.5,8,1,15.1,8,1,12.0,8,1
2010/3/14,5.7,8,1,17.2,8,1,11.4,8,1
2010/3/15,10.4,8,1,19.4,8,1,14.1,8,1
2010/3/16,7.1,8,1,17.7,8,1,13.2,8,1
2010/3/17,5.7,8,1,12.5,8,1,8.3,8,1
2010/3/18,4.7,8,1,15.0,8,1,9.4,8,1
2010/3/19,6.4,8,1,13.2,8,1,9.4,8,1
2010/3/20,7.4,8,1,24.2,8,1,16.4,8,1
2010/3/21,6.2,8,1,20.4,8,1,12.7,8,1
2010/3/22,4.7,8,1,13.8,8,1,9.3,8,1
2010/3/23,7.9,8,1,10.5,8,1,8.8,8,1
2010/3/24,7.2,8,1,9.1,8,1,8.0,8,1
2010/3/25,6.0,8,1,9.0,8,1,7.6,8,1
2010/3/26,3.5,8,1,12.0,8,1,6.7,8,1
2010/3/27,1.6,8,1,11.6,8,1,7.2,8,1
2010/3/28,7.0,8,1,14.2,8,1,10.3,8,1
2010/3/29,2.6,8,1,10.8,8,1,6.5,8,1
2010/3/30,2.4,8,1,11.3,8,1,6.8,8,1
2010/3/31,4.6,8,1,16.2,8,1,10.7,8,1
2010/4/1,10.4,8,1,20.0,8,1,15.1,8,1
2010/4/2,7.7,8,1,20.0,8,1,12.6,8,1
2010/4/3,4.6,8,1,14.7,8,1,9.4,8,1
2010/4/4,4.0,8,1,18.9,8,1,11.6,8,1
2010/4/5,11.2,8,1,20.0,8,1,15.3,8,1
2010/4/6,10.6,8,1,22.0,8,1,16.9,8,1
2010/4/7,7.7,8,1,17.1,8,1,11.0,8,1
2010/4/8,6.6,8,1,17.4,8,1,11.4,8,1
2010/4/9,9.6,8,1,18.5,8,1,14.3,8,1
2010/4/10,12.3,8,1,24.9,8,1,17.6,8,1
2010/4/11,15.8,8,1,24.3,8,1,18.5,8,1
2010/4/12,13.2,8,1,18.5,8,1,15.9,8,1
2010/4/13,11.8,8,1,19.6,8,1,15.3,8,1
2010/4/14,8.2,8,1,14.8,8,1,10.9,8,1
2010/4/15,6.2,8,1,10.6,8,1,8.1,8,1
2010/4/16,7.2,8,1,9.8,8,1,8.4,8,1
2010/4/17,8.2,8,1,15.5,8,1,11.5,8,1
2010/4/18,6.7,8,1,18.5,8,1,13.3,8,1
2010/4/19,12.4,8,1,20.7,8,1,16.0,8,1
2010/4/20,12.0,8,1,17.7,8,1,15.0,8,1
2010/4/21,12.5,8,1,21.4,8,1,16.7,8,1
2010/4/22,9.6,8,1,13.9,8,1,11.7,8,1
2010/4/23,9.0,8,1,14.8,8,1,11.6,8,1
2010/4/24,8.0,8,1,14.0,8,1,10.6,8,1
2010/4/25,5.4,8,1,18.2,8,1,12.3,8,1
2010/4/26,8.3,8,1,22.0,8,1,15.0,8,1
2010/4/27,13.6,8,1,17.4,8,1,15.3,8,1
2010/4/28,12.7,8,1,20.7,8,1,16.4,8,1
2010/4/29,11.1,8,1,18.1,8,1,14.7,8,1
2010/4/30,11.3,8,1,18.3,8,1,14.5,8,1
2010/5/1,9.1,8,1,20.5,8,1,15.2,8,1
2010/5/2,11.5,8,1,22.4,8,1,17.1,8,1
2010/5/3,12.1,8,1,26.1,8,1,19.1,8,1
2010/5/4,17.3,8,1,26.7,8,1,21.9,8,1
2010/5/5,17.8,8,1,28.0,8,1,21.8,8,1
2010/5/6,18.7,8,1,27.8,8,1,22.1,8,1
2010/5/7,14.7,8,1,22.0,8,1,18.6,8,1
2010/5/8,11.6,8,1,24.2,8,1,18.8,8,1
2010/5/9,15.5,8,1,26.0,8,1,20.7,8,1
2010/5/10,15.4,8,1,19.8,8,1,17.4,8,1
2010/5/11,15.0,8,1,19.3,8,1,16.6,8,1
2010/5/12,12.0,8,1,18.7,8,1,14.7,8,1
2010/5/13,11.9,8,1,20.0,8,1,14.6,8,1
2010/5/14,11.6,8,1,19.6,8,1,14.2,8,1
2010/5/15,10.3,8,1,22.8,8,1,16.1,8,1
2010/5/16,13.8,8,1,25.0,8,1,19.3,8,1
2010/5/17,16.2,8,1,26.5,8,1,21.0,8,1
2010/5/18,18.0,8,1,26.1,8,1,22.1,8,1
2010/5/19,18.6,8,1,22.8,8,1,20.3,8,1
2010/5/20,19.8,8,1,26.1,8,1,21.5,8,1
2010/5/21,17.6,8,1,28.3,8,1,23.0,8,1
2010/5/22,17.8,8,1,31.3,8,1,23.8,8,1
2010/5/23,16.5,8,1,22.4,8,1,18.1,8,1
2010/5/24,17.0,8,1,22.7,8,1,19.9,8,1
2010/5/25,17.1,8,1,27.4,8,1,21.2,8,1
2010/5/26,16.5,8,1,21.7,8,1,18.1,8,1
2010/5/27,13.0,8,1,18.8,8,1,15.8,8,1
2010/5/28,11.8,8,1,20.3,8,1,15.1,8,1
2010/5/29,12.7,8,1,23.7,8,1,17.3,8,1
2010/5/30,12.1,8,1,25.3,8,1,18.1,8,1
2010/5/31,15.5,8,1,26.7,8,1,20.1,8,1
2010/6/1,16.8,8,1,25.9,8,1,20.2,8,1
2010/6/2,16.1,8,1,28.3,8,1,21.7,8,1
2010/6/3,18.6,8,1,28.1,8,1,22.3,8,1
2010/6/4,17.1,8,1,28.1,8,1,22.5,8,1
2010/6/5,18.7,8,1,29.7,8,1,23.8,8,1
2010/6/6,16.9,8,1,29.3,8,1,22.8,8,1
2010/6/7,20.5,8,1,24.3,8,1,22.1,8,1
2010/6/8,19.4,8,1,22.7,8,1,21.1,8,1
2010/6/9,19.3,8,1,27.8,8,1,23.1,8,1
2010/6/10,18.2,8,1,29.9,8,1,23.8,8,1
